date,site,Sector,Band,traffic_gb,PRB,availability,Lat,Lon
6/15/2025,VILLAPERMATA_PL,1,L18,27.47,28.22,98.67,106.53221,-6.13846
6/15/2025,VILLAPERMATA_PL,2,L18,12.25,17.69,98.67,106.53221,-6.13846
6/15/2025,VILLAPERMATA_PL,3,L18,26.53,24.86,98.68,106.53221,-6.13846
6/15/2025,VILLAPERMATA_PL,1,L21,34.71,28.49,98.67,106.53221,-6.13846
6/15/2025,VILLAPERMATA_PL,2,L21,14.78,20.13,98.32,106.53221,-6.13846
6/15/2025,VILLAPERMATA_PL,3,L21,34.9,22.42,98.66,106.53221,-6.13846
6/16/2025,RAYA_RAJEG_PL,1,L18,173.35,59.68,100,106.53101,-6.15176
6/16/2025,RAYA_RAJEG_PL,2,L18,188.52,72.01,100,106.53101,-6.15176
6/16/2025,RAYA_RAJEG_PL,3,L18,58.87,22.36,100,106.53101,-6.15176
6/16/2025,RAYA_RAJEG_PL,1,L9,25.49,18.78,100,106.53101,-6.15176
6/16/2025,RAYA_RAJEG_PL,2,L9,46.88,32.33,100,106.53101,-6.15176
6/16/2025,RAYA_RAJEG_PL,3,L9,16.78,17.32,100,106.53101,-6.15176
6/16/2025,RAYA_RAJEG_PL,1,L21,184.48,64.25,100,106.53101,-6.15176
6/16/2025,RAYA_RAJEG_PL,2,L21,194.7,72.06,100,106.53101,-6.15176
6/16/2025,RAYA_RAJEG_PL,3,L21,27.44,27.35,100,106.53101,-6.15176
6/16/2025,RAYA_RAJEG_PL,1,L18,97.92,51.65,100,106.53101,-6.15176
6/16/2025,RAYA_RAJEG_PL,2,L18,117.04,63.24,100,106.53101,-6.15176
6/16/2025,RAYA_RAJEG_PL,3,L18,9.55,25.13,100,106.53101,-6.15176
6/16/2025,RAYA_RAJEG_PL,1,L18,222.48,66.42,100,106.53101,-6.15176
6/16/2025,RAYA_RAJEG_PL,2,L18,131.82,43.14,100,106.53101,-6.15176
6/16/2025,RAYA_RAJEG_PL,1,L21,173.63,60.9,100,106.53101,-6.15176
6/16/2025,RAYA_RAJEG_PL,2,L21,88.88,39.69,100,106.53101,-6.15176
6/16/2025,RAYA_RAJEG_PL,1,L18,59.6,47.05,100,106.53101,-6.15176
6/16/2025,RAYA_RAJEG_PL,2,L18,27.35,27.35,100,106.53101,-6.15176
6/16/2025,TAMANWALET_JK,1,L18,114.84,35.8,100,106.53127,-6.14207
6/16/2025,TAMANWALET_JK,2,L18,117.29,54.07,100,106.53127,-6.14207
6/16/2025,TAMANWALET_JK,3,L18,48.16,17.61,100,106.53127,-6.14207
6/16/2025,TAMANWALET_JK,1,L21,51.67,24.72,100,106.53127,-6.14207
6/16/2025,TAMANWALET_JK,2,L21,95.31,42.79,100,106.53127,-6.14207
6/16/2025,TAMANWALET_JK,3,L21,34.57,26.61,100,106.53127,-6.14207
6/16/2025,TAMANWALET_JK,1,L9,49.82,27.33,100,106.53127,-6.14207
6/16/2025,TAMANWALET_JK,2,L9,34.23,29.27,100,106.53127,-6.14207
6/16/2025,TAMANWALET_JK,3,L9,13.08,14.44,100,106.53127,-6.14207
6/16/2025,TAMANWALET_JK,1,L18,35.86,20.98,100,106.53127,-6.14207
6/16/2025,TAMANWALET_JK,2,L18,43.32,42.36,100,106.53127,-6.14207
6/16/2025,TAMANWALET_JK,3,L18,4.91,24.33,100,106.53127,-6.14207
6/16/2025,TAMANWALET_JK,1,L21,35.65,19.92,100,106.53127,-6.14207
6/16/2025,TAMANWALET_JK,2,L21,91.06,41.01,100,106.53127,-6.14207
6/16/2025,TAMANWALET_JK,3,L21,24.18,36.56,100,106.53127,-6.14207
6/16/2025,TAMANWALET_JK,1,L18,202.57,70.27,100,106.53127,-6.14207
6/16/2025,TAMANWALET_JK,1,L21,202.76,67.56,100,106.53127,-6.14207
6/16/2025,TAMANWALET_JK,1,L18,123.01,59.48,100,106.53127,-6.14207
6/16/2025,TAMANWALET_JK,1,L21,154.06,58.46,100,106.53127,-6.14207
6/16/2025,PANGADEGAN_TGN_TGN1_EP,1,L18,88.3,35.42,99.95,106.55653,-6.14685
6/16/2025,PANGADEGAN_TGN_TGN1_EP,2,L18,155.07,62.39,99.95,106.55653,-6.14685
6/16/2025,PANGADEGAN_TGN_TGN1_EP,3,L18,71.24,43.87,99.95,106.55653,-6.14685
6/16/2025,PANGADEGAN_TGN_TGN1_EP,1,L9,46.34,34.04,99.95,106.55653,-6.14685
6/16/2025,PANGADEGAN_TGN_TGN1_EP,2,L9,55.61,39.34,99.95,106.55653,-6.14685
6/16/2025,PANGADEGAN_TGN_TGN1_EP,3,L9,21.76,24.59,99.95,106.55653,-6.14685
6/16/2025,PANGADEGAN_TGN_TGN1_EP,1,L21,49.46,29.73,99.95,106.55653,-6.14685
6/16/2025,PANGADEGAN_TGN_TGN1_EP,2,L21,124.58,59.6,99.95,106.55653,-6.14685
6/16/2025,PANGADEGAN_TGN_TGN1_EP,3,L21,72.71,46.91,99.95,106.55653,-6.14685
6/16/2025,PANGADEGAN_TGN_TGN1_EP,1,L18,41.24,42.88,99.95,106.55653,-6.14685
6/16/2025,PANGADEGAN_TGN_TGN1_EP,2,L18,81.64,58.29,99.95,106.55653,-6.14685
6/16/2025,PANGADEGAN_TGN_TGN1_EP,3,L18,31.33,38.36,99.95,106.55653,-6.14685
6/16/2025,ESTEORAJEG_GT,1,L18,167.01,49.86,100,106.53333,-6.12031
6/16/2025,ESTEORAJEG_GT,2,L18,180.18,65.4,100,106.53333,-6.12031
6/16/2025,ESTEORAJEG_GT,3,L18,149.5,45.8,100,106.53333,-6.12031
6/16/2025,ESTEORAJEG_GT,1,L21,111.56,42.86,100,106.53333,-6.12031
6/16/2025,ESTEORAJEG_GT,2,L21,159.26,60.21,100,106.53333,-6.12031
6/16/2025,ESTEORAJEG_GT,3,L21,142.8,43.97,100,106.53333,-6.12031
6/16/2025,ESTEORAJEG_GT,1,L9,62.84,30.88,100,106.53333,-6.12031
6/16/2025,ESTEORAJEG_GT,2,L9,88.04,49.88,100,106.53333,-6.12031
6/16/2025,ESTEORAJEG_GT,3,L9,50.42,25.25,100,106.53333,-6.12031
6/16/2025,ESTEORAJEG_GT,1,L18,35.66,27.73,100,106.53333,-6.12031
6/16/2025,ESTEORAJEG_GT,2,L18,53.47,47.55,100,106.53333,-6.12031
6/16/2025,ESTEORAJEG_GT,3,L18,32.06,25.45,100,106.53333,-6.12031
6/16/2025,ESTEORAJEG_GT,1,L21,54.21,28.89,100,106.53333,-6.12031
6/16/2025,ESTEORAJEG_GT,2,L21,103.16,48.64,100,106.53333,-6.12031
6/16/2025,ESTEORAJEG_GT,3,L21,52.83,27.1,100,106.53333,-6.12031
6/16/2025,ESTEORAJEG_GT,1,L18,147.8,51.44,100,106.53333,-6.12031
6/16/2025,ESTEORAJEG_GT,2,L18,227.75,66.61,100,106.53333,-6.12031
6/16/2025,ESTEORAJEG_GT,1,L21,141.69,52.36,100,106.53333,-6.12031
6/16/2025,ESTEORAJEG_GT,2,L21,178.74,59.33,100,106.53333,-6.12031
6/16/2025,ESTEORAJEG_GT,1,L18,50.46,38.73,100,106.53333,-6.12031
6/16/2025,ESTEORAJEG_GT,2,L18,77.29,47.02,100,106.53333,-6.12031
6/16/2025,ESTEORAJEG_GT,1,L21,55.99,34.24,100,106.53333,-6.12031
6/16/2025,ESTEORAJEG_GT,2,L21,116.04,49.91,100,106.53333,-6.12031
6/16/2025,BARITOTIGA_GH,1,L18,125.39,38.53,100,106.56297,-6.14764
6/16/2025,BARITOTIGA_GH,2,L18,141.22,42.61,100,106.56297,-6.14764
6/16/2025,BARITOTIGA_GH,3,L18,158.52,50.58,100,106.56297,-6.14764
6/16/2025,BARITOTIGA_GH,1,L9,37.85,35.76,100,106.56297,-6.14764
6/16/2025,BARITOTIGA_GH,2,L9,39.1,38.72,100,106.56297,-6.14764
6/16/2025,BARITOTIGA_GH,3,L9,47.04,38.26,100,106.56297,-6.14764
6/16/2025,BARITOTIGA_GH,1,L21,102.09,36.99,100,106.56297,-6.14764
6/16/2025,BARITOTIGA_GH,2,L21,91.32,41.71,100,106.56297,-6.14764
6/16/2025,BARITOTIGA_GH,3,L21,159.71,51.96,100,106.56297,-6.14764
6/16/2025,KETOSLELES_MT,1,L18,167.44,68.89,100,106.5391,-6.15386
6/16/2025,KETOSLELES_MT,2,L18,125.43,50.31,100,106.5391,-6.15386
6/16/2025,KETOSLELES_MT,3,L18,138.67,53.39,100,106.5391,-6.15386
6/16/2025,KETOSLELES_MT,1,L9,64.71,43.37,100,106.5391,-6.15386
6/16/2025,KETOSLELES_MT,2,L9,59.81,34.66,100,106.5391,-6.15386
6/16/2025,KETOSLELES_MT,3,L9,45.92,27.09,100,106.5391,-6.15386
6/16/2025,KETOSLELES_MT,1,L21,151.52,69.91,100,106.5391,-6.15386
6/16/2025,KETOSLELES_MT,2,L21,86.42,45.33,100,106.5391,-6.15386
6/16/2025,KETOSLELES_MT,3,L21,88.99,53.32,100,106.5391,-6.15386
6/16/2025,KETOSLELES_MT,1,L18,143.34,63.92,100,106.5391,-6.15386
6/16/2025,KETOSLELES_MT,2,L18,55.02,38.82,100,106.5391,-6.15386
6/16/2025,KETOSLELES_MT,3,L18,66.16,52.59,100,106.5391,-6.15386
6/16/2025,KETOSLELES_MT,1,L21,180.96,65.79,100,106.5391,-6.15386
6/16/2025,KETOSLELES_MT,2,L21,65.64,40.55,100,106.5391,-6.15386
6/16/2025,KETOSLELES_MT,3,L21,70.57,54.37,100,106.5391,-6.15386
6/16/2025,GREEN_APPLE_MT,1,L18,123.52,62.36,100,106.53481,-6.13441
6/16/2025,GREEN_APPLE_MT,2,L18,87.39,24.8,100,106.53481,-6.13441
6/16/2025,GREEN_APPLE_MT,3,L18,75.3,43.49,100,106.53481,-6.13441
6/16/2025,GREEN_APPLE_MT,1,L9,75.71,52.34,100,106.53481,-6.13441
6/16/2025,GREEN_APPLE_MT,2,L9,59.92,35.13,100,106.53481,-6.13441
6/16/2025,GREEN_APPLE_MT,3,L9,14.39,12.7,100,106.53481,-6.13441
6/16/2025,GREEN_APPLE_MT,1,L21,118.8,57.8,100,106.53481,-6.13441
6/16/2025,GREEN_APPLE_MT,2,L21,53.25,22.37,100,106.53481,-6.13441
6/16/2025,GREEN_APPLE_MT,3,L21,64.59,39.71,100,106.53481,-6.13441
6/16/2025,GREEN_APPLE_MT,1,L18,37.06,46.72,100,106.53481,-6.13441
6/16/2025,GREEN_APPLE_MT,2,L18,9.16,11.2,100,106.53481,-6.13441
6/16/2025,GREEN_APPLE_MT,3,L18,49.03,35.54,100,106.53481,-6.13441
6/16/2025,GREEN_APPLE_MT,1,L21,89.46,43.9,100,106.53481,-6.13441
6/16/2025,GREEN_APPLE_MT,2,L21,8.14,14.56,100,106.53481,-6.13441
6/16/2025,GREEN_APPLE_MT,3,L21,61.69,34.3,100,106.53481,-6.13441
6/16/2025,GREEN_APPLE_MT,2,L18,85.79,59.63,100,106.53481,-6.13441
6/16/2025,GREEN_APPLE_MT,2,L21,65.58,46.7,100,106.53481,-6.13441
6/16/2025,GREEN_APPLE_MT,2,L18,94.9,47.07,100,106.53481,-6.13441
6/16/2025,GREEN_APPLE_MT,2,L21,112,51.26,100,106.53481,-6.13441
6/16/2025,LAMPORAN_MT,1,L18,190.43,40.81,100,106.55241,-6.15167
6/16/2025,LAMPORAN_MT,2,L18,247.72,66.39,100,106.55241,-6.15167
6/16/2025,LAMPORAN_MT,3,L18,214.3,73.62,100,106.55241,-6.15167
6/16/2025,LAMPORAN_MT,1,L9,8.77,10.58,100,106.55241,-6.15167
6/16/2025,LAMPORAN_MT,2,L9,98.04,49.22,100,106.55241,-6.15167
6/16/2025,LAMPORAN_MT,3,L9,117.84,56.87,100,106.55241,-6.15167
6/16/2025,LAMPORAN_MT,1,L21,132.75,37.01,100,106.55241,-6.15167
6/16/2025,LAMPORAN_MT,2,L21,122.89,57.16,100,106.55241,-6.15167
6/16/2025,LAMPORAN_MT,3,L21,164.88,65.6,100,106.55241,-6.15167
6/16/2025,LAMPORAN_MT,1,L18,22.31,17.05,100,106.55241,-6.15167
6/16/2025,LAMPORAN_MT,2,L18,104.34,49.73,100,106.55241,-6.15167
6/16/2025,LAMPORAN_MT,3,L18,209.43,68.77,100,106.55241,-6.15167
6/16/2025,LAMPORAN_MT,1,L21,24.44,17.55,100,106.55241,-6.15167
6/16/2025,LAMPORAN_MT,2,L21,98.84,44.3,100,106.55241,-6.15167
6/16/2025,LAMPORAN_MT,3,L21,90.51,58,100,106.55241,-6.15167
6/16/2025,LAMPORAN_MT,3,L18,187.32,56.83,100,106.55241,-6.15167
6/16/2025,LAMPORAN_MT,3,L21,110.21,47.6,100,106.55241,-6.15167
6/16/2025,LAMPORAN_MT,3,L18,37.22,34.14,100,106.55241,-6.15167
6/16/2025,LAMPORAN_MT,3,L21,45.79,31.29,100,106.55241,-6.15167
6/16/2025,SINDANG_PANON2_CM,1,L18,68.09,40.28,100,106.5222,-6.14614
6/16/2025,SINDANG_PANON2_CM,2,L18,57.2,17.55,100,106.5222,-6.14614
6/16/2025,SINDANG_PANON2_CM,3,L18,167.87,59.6,100,106.5222,-6.14614
6/16/2025,SINDANG_PANON2_CM,1,L9,14.6,19.6,100,106.5222,-6.14614
6/16/2025,SINDANG_PANON2_CM,2,L9,51.01,37.69,100,106.5222,-6.14614
6/16/2025,SINDANG_PANON2_CM,3,L9,19.97,16.08,100,106.5222,-6.14614
6/16/2025,SINDANG_PANON2_CM,1,L21,70.83,34.96,100,106.5222,-6.14614
6/16/2025,SINDANG_PANON2_CM,2,L21,54.2,16.02,100,106.5222,-6.14614
6/16/2025,SINDANG_PANON2_CM,3,L21,123.92,54.17,100,106.5222,-6.14614
6/16/2025,SINDANG_PANON2_CM,1,L18,29.51,32.25,100,106.5222,-6.14614
6/16/2025,SINDANG_PANON2_CM,2,L18,4.46,8.71,100,106.5222,-6.14614
6/16/2025,SINDANG_PANON2_CM,3,L18,59.78,46.12,100,106.5222,-6.14614
6/16/2025,SINDANG_PANON2_CM,1,L21,50.18,35,100,106.5222,-6.14614
6/16/2025,SINDANG_PANON2_CM,2,L21,4.79,8.05,100,106.5222,-6.14614
6/16/2025,SINDANG_PANON2_CM,3,L21,90.97,48.63,100,106.5222,-6.14614
6/16/2025,JLRAJEG_TENLAM_ST,1,L18,178.8,79.87,100,106.53213,-6.15563
6/16/2025,JLRAJEG_TENLAM_ST,2,L18,48.2,22.78,100,106.53213,-6.15563
6/16/2025,JLRAJEG_TENLAM_ST,3,L18,83.57,31.19,100,106.53213,-6.15563
6/16/2025,JLRAJEG_TENLAM_ST,1,L9,2.84,6.28,100,106.53213,-6.15563
6/16/2025,JLRAJEG_TENLAM_ST,2,L9,0.68,5.01,100,106.53213,-6.15563
6/16/2025,JLRAJEG_TENLAM_ST,3,L9,18.73,14.43,100,106.53213,-6.15563
6/16/2025,JLRAJEG_TENLAM_ST,1,L21,111.39,65.06,100,106.53213,-6.15563
6/16/2025,JLRAJEG_TENLAM_ST,2,L21,26.53,31.62,100,106.53213,-6.15563
6/16/2025,JLRAJEG_TENLAM_ST,3,L21,101.42,30.54,100,106.53213,-6.15563
6/16/2025,JLRAJEG_TENLAM_ST,1,L18,76.88,58.27,100,106.53213,-6.15563
6/16/2025,JLRAJEG_TENLAM_ST,2,L18,8.93,31.62,100,106.53213,-6.15563
6/16/2025,JLRAJEG_TENLAM_ST,3,L18,12.17,13.14,100,106.53213,-6.15563
6/16/2025,JLRAJEG_TENLAM_ST,1,L21,129.64,66.03,100,106.53213,-6.15563
6/16/2025,JLRAJEG_TENLAM_ST,2,L21,8.45,33.79,100,106.53213,-6.15563
6/16/2025,JLRAJEG_TENLAM_ST,3,L21,30.33,18.54,100,106.53213,-6.15563
6/16/2025,JLRAJEG_TENLAM_ST,3,L18,71.49,33.2,100,106.53213,-6.15563
6/16/2025,JLRAJEG_TENLAM_ST,3,L21,46.72,26.1,100,106.53213,-6.15563
6/16/2025,JLRAJEG_TENLAM_ST,1,L18,149.01,50.96,100,106.53213,-6.15563
6/16/2025,JLRAJEG_TENLAM_ST,1,L21,124.7,45.89,100,106.53213,-6.15563
6/16/2025,JLRAJEG_TENLAM_ST,3,L18,25.47,19.34,100,106.53213,-6.15563
6/16/2025,JLRAJEG_TENLAM_ST,3,L21,52.63,25.84,100,106.53213,-6.15563
6/16/2025,JLRAJEG_TENLAM_ST,1,L18,66.33,38.16,100,106.53213,-6.15563
6/16/2025,JLRAJEG_TENLAM_ST,1,L21,81.06,38.53,100,106.53213,-6.15563
6/16/2025,GRIYASKTANI_TB,1,L18,242.37,61.66,100,106.5329,-6.12838
6/16/2025,GRIYASKTANI_TB,2,L18,197.29,72.81,100,106.5329,-6.12838
6/16/2025,GRIYASKTANI_TB,3,L18,150.47,43.57,100,106.5329,-6.12838
6/16/2025,GRIYASKTANI_TB,1,L21,172.3,56.83,100,106.5329,-6.12838
6/16/2025,GRIYASKTANI_TB,2,L21,181.49,71.05,100,106.5329,-6.12838
6/16/2025,GRIYASKTANI_TB,3,L21,106.52,39.33,100,106.5329,-6.12838
6/16/2025,GRIYASKTANI_TB,1,L18,70.31,41.99,100,106.5329,-6.12838
6/16/2025,GRIYASKTANI_TB,2,L18,129.34,63.58,100,106.5329,-6.12838
6/16/2025,GRIYASKTANI_TB,3,L18,40.5,30.92,100,106.5329,-6.12838
6/16/2025,GRIYASKTANI_TB,1,L18,149.84,60.25,100,106.5329,-6.12838
6/16/2025,GRIYASKTANI_TB,2,L18,147.61,42.1,100,106.5329,-6.12838
6/16/2025,GRIYASKTANI_TB,3,L18,112.15,35.56,100,106.5329,-6.12838
6/16/2025,GRIYASKTANI_TB,1,L21,179.38,61.48,100,106.5329,-6.12838
6/16/2025,GRIYASKTANI_TB,2,L21,99.02,39.74,100,106.5329,-6.12838
6/16/2025,GRIYASKTANI_TB,3,L21,87.61,32.99,100,106.5329,-6.12838
6/16/2025,GRIYASKTANI_TB,1,L18,67.94,51.37,100,106.5329,-6.12838
6/16/2025,GRIYASKTANI_TB,2,L18,33.92,29.95,100,106.5329,-6.12838
6/16/2025,GRIYASKTANI_TB,3,L18,24.48,20.8,100,106.5329,-6.12838
6/16/2025,GRIYASKTANI_TB,1,L9,36.57,29.64,100,106.5329,-6.12838
6/16/2025,GRIYASKTANI_TB,2,L9,38.3,37.42,100,106.5329,-6.12838
6/16/2025,GRIYASKTANI_TB,3,L9,21.78,20.02,100,106.5329,-6.12838
6/16/2025,VILLAPERMATA_PL,1,L18,58.51,27.49,100,106.53221,-6.13846
6/16/2025,VILLAPERMATA_PL,2,L18,102.52,37.22,100,106.53221,-6.13846
6/16/2025,VILLAPERMATA_PL,3,L18,140.27,45.3,100,106.53221,-6.13846
6/16/2025,VILLAPERMATA_PL,1,L21,50.07,26.62,100,106.53221,-6.13846
6/16/2025,VILLAPERMATA_PL,2,L21,83.49,35.38,100,106.53221,-6.13846
6/16/2025,VILLAPERMATA_PL,3,L21,97.37,41.05,100,106.53221,-6.13846
6/16/2025,VILLAPERMATA_PL,1,L18,10.22,17.69,100,106.53221,-6.13846
6/16/2025,VILLAPERMATA_PL,2,L18,18.36,20.51,100,106.53221,-6.13846
6/16/2025,VILLAPERMATA_PL,3,L18,28.82,24.96,100,106.53221,-6.13846
6/16/2025,VILLAPERMATA_PL,1,L21,17.74,23.85,100,106.53221,-6.13846
6/16/2025,VILLAPERMATA_PL,2,L21,24.42,25.06,100,106.53221,-6.13846
6/16/2025,VILLAPERMATA_PL,3,L21,52.34,31.31,100,106.53221,-6.13846
6/16/2025,VILLAPERMATA_PL,1,L18,106.2,40.91,100,106.53221,-6.13846
6/16/2025,VILLAPERMATA_PL,2,L18,61.41,23.42,100,106.53221,-6.13846
6/16/2025,VILLAPERMATA_PL,3,L18,98.44,37.97,100,106.53221,-6.13846
6/16/2025,VILLAPERMATA_PL,1,L21,103.43,39.02,100,106.53221,-6.13846
6/16/2025,VILLAPERMATA_PL,2,L21,49.62,21.11,100,106.53221,-6.13846
6/16/2025,VILLAPERMATA_PL,3,L21,90.14,36.08,100,106.53221,-6.13846
6/16/2025,VILLAPERMATA_PL,1,L18,22.61,27.2,100,106.53221,-6.13846
6/16/2025,VILLAPERMATA_PL,2,L18,7.37,12.97,100,106.53221,-6.13846
6/16/2025,VILLAPERMATA_PL,3,L18,19.86,21.06,100,106.53221,-6.13846
6/16/2025,VILLAPERMATA_PL,1,L21,38.57,30.75,100,106.53221,-6.13846
6/16/2025,VILLAPERMATA_PL,2,L21,17.4,19.88,100,106.53221,-6.13846
6/16/2025,VILLAPERMATA_PL,3,L21,36.58,26.4,100,106.53221,-6.13846
6/17/2025,RAYA_RAJEG_PL,1,L18,180.46,59.45,100,106.53101,-6.15176
6/17/2025,RAYA_RAJEG_PL,2,L18,180.55,69.6,100,106.53101,-6.15176
6/17/2025,RAYA_RAJEG_PL,3,L18,62.71,25.02,100,106.53101,-6.15176
6/17/2025,RAYA_RAJEG_PL,1,L9,32.69,21.62,100,106.53101,-6.15176
6/17/2025,RAYA_RAJEG_PL,2,L9,56.27,34.07,100,106.53101,-6.15176
6/17/2025,RAYA_RAJEG_PL,3,L9,17.46,18.4,100,106.53101,-6.15176
6/17/2025,RAYA_RAJEG_PL,1,L21,187.33,63.51,100,106.53101,-6.15176
6/17/2025,RAYA_RAJEG_PL,2,L21,180.7,67.4,100,106.53101,-6.15176
6/17/2025,RAYA_RAJEG_PL,3,L21,28.75,26.25,100,106.53101,-6.15176
6/17/2025,RAYA_RAJEG_PL,1,L18,93.8,50.5,100,106.53101,-6.15176
6/17/2025,RAYA_RAJEG_PL,2,L18,108.55,58.59,100,106.53101,-6.15176
6/17/2025,RAYA_RAJEG_PL,3,L18,12.5,23.63,100,106.53101,-6.15176
6/17/2025,RAYA_RAJEG_PL,1,L18,205.65,64.4,100,106.53101,-6.15176
6/17/2025,RAYA_RAJEG_PL,2,L18,115.38,41.25,100,106.53101,-6.15176
6/17/2025,RAYA_RAJEG_PL,1,L21,182.35,60.71,100,106.53101,-6.15176
6/17/2025,RAYA_RAJEG_PL,2,L21,78.85,38.02,100,106.53101,-6.15176
6/17/2025,RAYA_RAJEG_PL,1,L18,66.71,47.1,100,106.53101,-6.15176
6/17/2025,RAYA_RAJEG_PL,2,L18,26.24,28.2,100,106.53101,-6.15176
6/17/2025,TAMANWALET_JK,1,L18,109.34,35.41,100,106.53127,-6.14207
6/17/2025,TAMANWALET_JK,2,L18,127.05,55.69,100,106.53127,-6.14207
6/17/2025,TAMANWALET_JK,3,L18,42.7,15.42,100,106.53127,-6.14207
6/17/2025,TAMANWALET_JK,1,L21,50.65,24.34,100,106.53127,-6.14207
6/17/2025,TAMANWALET_JK,2,L21,104.25,43.86,100,106.53127,-6.14207
6/17/2025,TAMANWALET_JK,3,L21,30.3,25.45,100,106.53127,-6.14207
6/17/2025,TAMANWALET_JK,1,L9,59.31,31.4,100,106.53127,-6.14207
6/17/2025,TAMANWALET_JK,2,L9,37.19,32.54,100,106.53127,-6.14207
6/17/2025,TAMANWALET_JK,3,L9,15.35,16.63,100,106.53127,-6.14207
6/17/2025,TAMANWALET_JK,1,L18,38.89,19.98,100,106.53127,-6.14207
6/17/2025,TAMANWALET_JK,2,L18,39.76,41.3,100,106.53127,-6.14207
6/17/2025,TAMANWALET_JK,3,L18,3.86,23.09,100,106.53127,-6.14207
6/17/2025,TAMANWALET_JK,1,L21,32.54,20.56,100,106.53127,-6.14207
6/17/2025,TAMANWALET_JK,2,L21,95.72,44.96,100,106.53127,-6.14207
6/17/2025,TAMANWALET_JK,3,L21,17.04,32.75,100,106.53127,-6.14207
6/17/2025,TAMANWALET_JK,1,L18,206.68,68.94,100,106.53127,-6.14207
6/17/2025,TAMANWALET_JK,1,L21,168.47,63.91,100,106.53127,-6.14207
6/17/2025,TAMANWALET_JK,1,L18,112.8,56.53,100,106.53127,-6.14207
6/17/2025,TAMANWALET_JK,1,L21,162.78,59.61,100,106.53127,-6.14207
6/17/2025,PANGADEGAN_TGN_TGN1_EP,1,L18,88.12,35.9,100,106.55653,-6.14685
6/17/2025,PANGADEGAN_TGN_TGN1_EP,2,L18,164.58,66.75,100,106.55653,-6.14685
6/17/2025,PANGADEGAN_TGN_TGN1_EP,3,L18,76.26,44.66,100,106.55653,-6.14685
6/17/2025,PANGADEGAN_TGN_TGN1_EP,1,L9,49.26,36.04,100,106.55653,-6.14685
6/17/2025,PANGADEGAN_TGN_TGN1_EP,2,L9,60.12,42.49,100,106.55653,-6.14685
6/17/2025,PANGADEGAN_TGN_TGN1_EP,3,L9,23.58,28.02,100,106.55653,-6.14685
6/17/2025,PANGADEGAN_TGN_TGN1_EP,1,L21,51.56,35.19,100,106.55653,-6.14685
6/17/2025,PANGADEGAN_TGN_TGN1_EP,2,L21,110.99,59.35,100,106.55653,-6.14685
6/17/2025,PANGADEGAN_TGN_TGN1_EP,3,L21,89.31,52.61,100,106.55653,-6.14685
6/17/2025,PANGADEGAN_TGN_TGN1_EP,1,L18,44.04,47.16,100,106.55653,-6.14685
6/17/2025,PANGADEGAN_TGN_TGN1_EP,2,L18,83.85,53.43,100,106.55653,-6.14685
6/17/2025,PANGADEGAN_TGN_TGN1_EP,3,L18,34.12,33.55,100,106.55653,-6.14685
6/17/2025,ESTEORAJEG_GT,1,L18,147.87,44.12,100,106.53333,-6.12031
6/17/2025,ESTEORAJEG_GT,2,L18,187.6,61.05,100,106.53333,-6.12031
6/17/2025,ESTEORAJEG_GT,3,L18,162.34,47.93,100,106.53333,-6.12031
6/17/2025,ESTEORAJEG_GT,1,L21,108.16,38.76,100,106.53333,-6.12031
6/17/2025,ESTEORAJEG_GT,2,L21,153.01,56.87,100,106.53333,-6.12031
6/17/2025,ESTEORAJEG_GT,3,L21,132.53,44.64,100,106.53333,-6.12031
6/17/2025,ESTEORAJEG_GT,1,L9,67.46,32.8,100,106.53333,-6.12031
6/17/2025,ESTEORAJEG_GT,2,L9,81.97,45.48,100,106.53333,-6.12031
6/17/2025,ESTEORAJEG_GT,3,L9,51.85,25.38,100,106.53333,-6.12031
6/17/2025,ESTEORAJEG_GT,1,L18,28.59,24.97,100,106.53333,-6.12031
6/17/2025,ESTEORAJEG_GT,2,L18,48.07,43.33,100,106.53333,-6.12031
6/17/2025,ESTEORAJEG_GT,3,L18,30.85,24.14,100,106.53333,-6.12031
6/17/2025,ESTEORAJEG_GT,1,L21,43.21,24.68,100,106.53333,-6.12031
6/17/2025,ESTEORAJEG_GT,2,L21,92.79,44.98,100,106.53333,-6.12031
6/17/2025,ESTEORAJEG_GT,3,L21,53.25,27.67,100,106.53333,-6.12031
6/17/2025,ESTEORAJEG_GT,1,L18,156.87,52.4,100,106.53333,-6.12031
6/17/2025,ESTEORAJEG_GT,2,L18,204.77,61.45,100,106.53333,-6.12031
6/17/2025,ESTEORAJEG_GT,1,L21,131.93,49.35,100,106.53333,-6.12031
6/17/2025,ESTEORAJEG_GT,2,L21,164.33,55.8,100,106.53333,-6.12031
6/17/2025,ESTEORAJEG_GT,1,L18,44.5,35.6,100,106.53333,-6.12031
6/17/2025,ESTEORAJEG_GT,2,L18,68.99,40.46,100,106.53333,-6.12031
6/17/2025,ESTEORAJEG_GT,1,L21,65.84,34.71,100,106.53333,-6.12031
6/17/2025,ESTEORAJEG_GT,2,L21,117.95,46.86,100,106.53333,-6.12031
6/17/2025,BARITOTIGA_GH,1,L18,138.35,41.41,100,106.56297,-6.14764
6/17/2025,BARITOTIGA_GH,2,L18,126.93,41.7,100,106.56297,-6.14764
6/17/2025,BARITOTIGA_GH,3,L18,167.58,49.43,100,106.56297,-6.14764
6/17/2025,BARITOTIGA_GH,1,L9,42.71,40.49,100,106.56297,-6.14764
